WBS,Lot ID,Factory,BU,Dpmt,Total_Lots,3300_EUV,3400_EUV,Year,JPN_YTD,Month
BU,AX202403,FRD,FID,FID,0,0,1.19,1/1/2024,FY61,1/1/2024
BU,AX364733,FEB,FID,FEB,5.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX405966,FRD,ES,PE2,3.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX202402,FKL,CT,PT,0,0,2.67,1/1/2024,FY61,1/1/2024
BU,AX405966,FRD,ES,PE2,3,0,0,2/1/2024,FY61,2/1/2024
BU,AX351279,FRD,ES,PE1,3,0,0,1/1/2024,FY61,1/1/2024
BU,AX401982,FKL,CT,PT,1,0,0.88,1/1/2024,FY61,1/1/2024
BU,AX401981,FKL,CT,PT,3,0,1.17,1/1/2024,FY61,1/1/2024
BU,AX364013,FRD,ES,PE2,9.36,0,0.84,1/1/2024,FY61,1/1/2024
BU,AX362764,FRD,ES,PE2,7.36,0,0.77,1/1/2024,FY61,1/1/2024
BU,AX439005,FRD,ES,PSD,3,0,0,6/1/2024,FY62,6/1/2024
BU,AX362509,FRD,ES,PE1,29.6,0,0,1/1/2024,FY61,1/1/2024
BU,AX361781,FRD,ES,PDE2,5,0,0,1/1/2024,FY61,1/1/2024
BU,AX361780,FRD,ES,PDE2,5,0,0,1/1/2024,FY61,1/1/2024
BU,AX361305,FRD,ES,PDE2,4,0,0,1/1/2024,FY61,1/1/2024
BU,AX902774,FTS,ES,PT,3,0,0,3/1/2019,FY56,3/1/2019
FRD,AX360619,ISP,ISP,FEB,2,0,0,1/1/2024,FY61,1/1/2024
FRD,AX313783,ISP,ISP,FEB,1,0,0,1/1/2024,FY61,1/1/2024
BU,AX211452,FTS,TFF,DD,10,0,1.33,5/1/2022,FY60,5/1/2022
BU,AX306653,FTS,TFF,DD,2,0,0,2/1/2023,FY60,2/1/2023
BU,AX211452,FTS,TFF,DD,3,0,0,2/1/2023,FY60,2/1/2023
BU,AX900920,FRD,ES,PE2,6,0,0,1/1/2019,FY56,1/1/2019
BU,AX403850,FRD,ES,PE2,12.36,0,0.41,1/1/2024,FY61,1/1/2024
FRD,AX405162,ISP,ISP,FEB,8.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX403849,FRD,ES,PE2,13.36,0,0.4,1/1/2024,FY61,1/1/2024
FRD,AX403316,FRD,FID,FID,8.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX401996,FRD,ES,PE2,12.36,0,0.71,1/1/2024,FY61,1/1/2024
BU,AX401994,FRD,ES,PE2,10.36,0,0.68,1/1/2024,FY61,1/1/2024
BU,AX401993,FRD,ES,PE2,10.36,0,0.76,1/1/2024,FY61,1/1/2024
BU,AX401992,FRD,ES,PE2,9.36,0,0.92,1/1/2024,FY61,1/1/2024
BU,AX401991,FRD,ES,PE2,6.36,0,0.24,1/1/2024,FY61,1/1/2024
BU,AX900920,FRD,ES,PE2,0,2.57,0,2/1/2019,FY56,2/1/2019
BU,AX904903,FRD,ES,PE2,11,0.87,0,5/1/2019,FY57,5/1/2019
BU,AX904903,FRD,ES,PE2,2,0,0,6/1/2019,FY57,6/1/2019
BU,AX906056,FRD,ES,PE2,11,2,0,6/1/2019,FY57,6/1/2019
BU,AX906008,FRD,ES,PE2,6,0,0,6/1/2019,FY57,6/1/2019
BU,AX904903,FRD,ES,PE2,1,0.57,0,7/1/2019,FY57,7/1/2019
BU,AX906056,FRD,ES,PE2,2,1.41,0,7/1/2019,FY57,7/1/2019
BU,AX906008,FRD,ES,PE2,1,1.57,0,7/1/2019,FY57,7/1/2019
BU,AX404707,FRD,ES,PE2,5.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX404706,FRD,ES,PE2,6.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX404691,FRD,ES,PE2,6.36,0,0.36,1/1/2024,FY61,1/1/2024
FRD,AX405168,FRD,FID,FID,6.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX439004,FRD,ES,PSD,4.65,0,0,6/1/2024,FY62,6/1/2024
BU,AX439004,FRD,ES,PSD,2,0,1,7/1/2024,FY62,7/1/2024
BU,AX323074,FRD,ES,PE1,11.36,0,0.26,6/1/2023,FY61,6/1/2023
BU,AX361759,FKL,CT,PT,1,0,1.38,1/1/2024,FY61,1/1/2024
BU,AX357826,FRD,ES,PE2,7,0,1.4,1/1/2024,FY61,1/1/2024
BU,AX330650,FRD,ES,PE1,11.36,0,0.58,7/1/2023,FY61,7/1/2023
BU,AX330440,FRD,ES,PE1,10.36,0,0.4,7/1/2023,FY61,7/1/2023
BU,AX323074,FRD,ES,PE1,1,0,0.56,7/1/2023,FY61,7/1/2023
BU,AX330651,FRD,ES,PE1,10.36,0,0.58,7/1/2023,FY61,7/1/2023
BU,AX331107,FRD,ES,PE1,10.36,0,0.58,7/1/2023,FY61,7/1/2023
FRD,AX348471,FRD,FID,FID,4,0,0,1/1/2024,FY61,1/1/2024
FRD,AX340786,FRD,FID,FID,1,0,0,1/1/2024,FY61,1/1/2024
BU,AX409172,FRD,ES,PE2,5.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX409172,FRD,ES,PE2,1,0,0,3/1/2024,FY61,3/1/2024
BU,AX316881,FRD,ES,PE1,7.36,0,0,4/1/2023,FY61,4/1/2023
FRD,AX405168,FRD,FID,FID,4,0,0,2/1/2024,FY61,2/1/2024
BU,AX410020,FRD,ES,PE2,5.37,0,0,2/1/2024,FY61,2/1/2024
BU,AX316881,FRD,ES,PE1,1,0,1.38,5/1/2023,FY61,5/1/2023
BU,AX333167,FKL,CT,PT,2,0,1.36,2/1/2024,FY61,2/1/2024
BU,AX316881,FRD,ES,PE1,6,0,0,6/1/2023,FY61,6/1/2023
BU,AX316881,FRD,ES,PE1,3,0,0,7/1/2023,FY61,7/1/2023
BU,AX316881,FRD,ES,PE1,7,0,0,9/1/2023,FY61,9/1/2023
BU,AX356582,FRD,ES,PE1,11.36,0,0.73,11/1/2023,FY61,11/1/2023
BU,AX356112,FRD,ES,PE1,11.36,0,0.73,11/1/2023,FY61,11/1/2023
BU,AX202402,FKL,CT,PT,0,0,4.19,2/1/2024,FY61,2/1/2024
BU,AX441816,FTS,ES,PT,48.96,0,0,7/1/2024,FY62,7/1/2024
BU,AX900739,FRD,ES,PE1,4,0,0,1/1/2019,FY56,1/1/2019
BU,AX202403,FRD,FID,FID,0,0,3.02,2/1/2024,FY61,2/1/2024
BU,AX900739,FRD,ES,PE1,1,0,0,2/1/2019,FY56,2/1/2019
FRD,AX221572,ISP,ISP,FEB,7,0,0,9/1/2022,FY60,9/1/2022
BU,AX404691,FRD,ES,PE2,1,0,0.76,2/1/2024,FY61,2/1/2024
BU,AX404706,FRD,ES,PE2,1,0,0.55,2/1/2024,FY61,2/1/2024
FRD,AX408626,FRD,FID,FID,2.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX410591,FRD,ES,PE1,10.36,0,0.75,2/1/2024,FY61,2/1/2024
BU,AX403850,FRD,ES,PE2,1,0,1.85,2/1/2024,FY61,2/1/2024
BU,AX351279,FRD,ES,PE1,3,0,0,2/1/2024,FY61,2/1/2024
FRD,AX405162,ISP,ISP,FEB,14,0,0,2/1/2024,FY61,2/1/2024
BU,AX403849,FRD,ES,PE2,11,0,1.54,2/1/2024,FY61,2/1/2024
FRD,AX403316,FRD,FID,FID,1,0,0,2/1/2024,FY61,2/1/2024
FRD,AX356406,ISP,ISP,FEB,16,0,0,2/1/2024,FY61,2/1/2024
BU,AX405968,FRD,ES,PE1,7.37,0,0.92,2/1/2024,FY61,2/1/2024
FRD,AX411583,ISP,ISP,FEB,1,0,0,2/1/2024,FY61,2/1/2024
BU,AX406935,FTS,TFF,DD,12.37,0,1.93,2/1/2024,FY61,2/1/2024
BU,AX411310,FRD,ES,PE2,8.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX410983,FRD,ES,PE1,10.36,0,1.52,2/1/2024,FY61,2/1/2024
BU,AX401991,FRD,ES,PE2,1,0,0.46,2/1/2024,FY61,2/1/2024
BU,AX413155,FRD,ES,PE2,1,0,0.7,4/1/2024,FY62,4/1/2024
BU,AX353926,FKL,CT,PT,0,0,0.85,2/1/2024,FY61,2/1/2024
BU,AX353925,FKL,CT,PT,7,0,0.76,2/1/2024,FY61,2/1/2024
FRD,AX410590,ISP,ISP,FEB,15.37,0,0,2/1/2024,FY61,2/1/2024
BU,AX410023,FRD,ES,PE2,5.36,0,0,2/1/2024,FY61,2/1/2024
FRD,AX221572,ISP,ISP,FEB,1,0,0,3/1/2023,FY60,3/1/2023
BU,AX404707,FRD,ES,PE2,1,0,0.49,2/1/2024,FY61,2/1/2024
BU,AX410022,FRD,ES,PE2,5.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX410021,FRD,ES,PE2,5.37,0,0,2/1/2024,FY61,2/1/2024
FRD,AX202300,ISP,ISP,FEB,4.2,0,0,3/1/2023,FY60,3/1/2023
BU,AX405969,FRD,ES,PE2,19.36,0,3.59,2/1/2024,FY61,2/1/2024
BU,AX308421,FRD,ES,PE2,7.2,0,0,2/1/2024,FY61,2/1/2024
FRD,AX202300,ISP,ISP,FEB,0.65,0,0,4/1/2023,FY61,4/1/2023
FRD,AX413094,ISP,ISP,FEB,3.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX406247,FRD,ES,PDE2,10.36,0,0,2/1/2024,FY61,2/1/2024
FRD,AX202300,ISP,ISP,FEB,1.95,0,0,5/1/2023,FY61,5/1/2023
BU,AX406529,FRD,ES,PE4,4.37,0,0,2/1/2024,FY61,2/1/2024
BU,AX359758,FKL,CT,PT,2,0,1.38,2/1/2024,FY61,2/1/2024
FRD,AX202300,ISP,ISP,FEB,1.95,0,0,6/1/2023,FY61,6/1/2023
BU,AX410592,FRD,ES,PE1,10.36,0,0.91,2/1/2024,FY61,2/1/2024
BU,AX407812,FRD,ES,PE2,3.37,0,0,2/1/2024,FY61,2/1/2024
BU,AX408107,FRD,ES,PE2,4.37,0,0,2/1/2024,FY61,2/1/2024
BU,AX408569,FTS,TFF,DD,14.37,0,1.39,2/1/2024,FY61,2/1/2024
FRD,AX360619,ISP,ISP,FEB,2,0,0,2/1/2024,FY61,2/1/2024
FRD,AX406438,FRD,FID,FID,38.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX409939,FRD,ES,PE2,8.36,0,0.92,2/1/2024,FY61,2/1/2024
BU,AX407562,FRD,ES,PE1,11.36,0,1.37,2/1/2024,FY61,2/1/2024
FRD,AX356568,ISP,ISP,FEB,3,0,0,2/1/2024,FY61,2/1/2024
BU,AX362509,FRD,ES,PE1,46.6,0,1.75,2/1/2024,FY61,2/1/2024
FRD,AX202300,ISP,ISP,FEB,0.65,0,0,7/1/2023,FY61,7/1/2023
FRD,AX202300,ISP,ISP,FEB,0.22,0,0,8/1/2023,FY61,8/1/2023
BU,AX218732,FRD,ES,PE1,8,0,0,7/1/2022,FY60,7/1/2022
BU,AX218732,FRD,ES,PE1,1,0,0,8/1/2022,FY60,8/1/2022
BU,AX304844,FRD,ES,PE4,10.36,0,1.06,2/1/2023,FY60,2/1/2023
BU,AX304028,FRD,ES,PE1,11.36,0,1.88,2/1/2023,FY60,2/1/2023
BU,AX304844,FRD,ES,PE4,0,0,0.54,3/1/2023,FY60,3/1/2023
BU,AX446367,FRD,ES,PE2,7.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX405965,FRD,ES,PE2,11.37,0,1.43,2/1/2024,FY61,2/1/2024
BU,AX406236,FRD,ES,PDE2,10.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX304844,FRD,ES,PE4,0,0,0.16,4/1/2023,FY61,4/1/2023
BU,AX319489,FRD,ES,PE1,11.36,0,1.61,5/1/2023,FY61,5/1/2023
BU,AX319490,FRD,ES,PE4,5.36,0,0,5/1/2023,FY61,5/1/2023
BU,AX406233,FRD,ES,PDE2,10.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX406235,FRD,ES,PDE2,10.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX304844,FRD,ES,PE4,0,0,0.39,6/1/2023,FY61,6/1/2023
BU,AX410911,FTS,ES,PT,3.36,0,0,2/1/2024,FY61,2/1/2024
BU,AX411585,FRD,ES,PE1,5.36,0,0,3/1/2024,FY61,3/1/2024
FRD,AX411583,ISP,ISP,FEB,6,0,0,3/1/2024,FY61,3/1/2024
BU,AX411310,FRD,ES,PE2,2,0,0.93,3/1/2024,FY61,3/1/2024
BU,AX413643,FKL,CT,PT,0,0,0.59,3/1/2024,FY61,3/1/2024
BU,AX410983,FRD,ES,PE1,1,0,0,3/1/2024,FY61,3/1/2024
BU,AX304844,FRD,ES,PE4,0,0,0.56,7/1/2023,FY61,7/1/2023
BU,AX446369,FRD,ES,PE2,7.36,0,0,7/1/2024,FY62,7/1/2024
FRD,AX410331,FRD,FID,FID,10.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX304844,FRD,ES,PE4,5,0,0.47,8/1/2023,FY61,8/1/2023
BU,AX410911,FTS,ES,PT,5,0,0,3/1/2024,FY61,3/1/2024
BU,AX304844,FRD,ES,PE4,1,0,0.33,11/1/2023,FY61,11/1/2023
BU,AX304844,FRD,ES,PE4,3,0,0,12/1/2023,FY61,12/1/2023
BU,AX414507,FRD,ES,PE2,8.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX414508,FRD,ES,PE2,8.36,0,0,3/1/2024,FY61,3/1/2024
FRD,AX406438,FRD,FID,FID,13,0,0,3/1/2024,FY61,3/1/2024
BU,AX415724,FTS,ES,PT,3.07,0,0,3/1/2024,FY61,3/1/2024
BU,AX405969,FRD,ES,PE2,5,0,0.25,3/1/2024,FY61,3/1/2024
BU,AX406529,FRD,ES,PE4,8,0,0,3/1/2024,FY61,3/1/2024
BU,AX415722,FTS,ES,PT,2.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX415721,FTS,ES,PT,2.36,0,0,3/1/2024,FY61,3/1/2024
FRD,AX410590,ISP,ISP,FEB,6,0,0,3/1/2024,FY61,3/1/2024
BU,AX411823,FRD,ES,RCFD,5.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX415723,FTS,ES,PT,3.08,0,0,3/1/2024,FY61,3/1/2024
FRD,AX413094,ISP,ISP,FEB,6,0,0,3/1/2024,FY61,3/1/2024
BU,AX304844,FRD,ES,PE4,3,0,0,2/1/2024,FY61,2/1/2024
BU,AX304844,FRD,ES,PE4,3,0,0,3/1/2024,FY61,3/1/2024
BU,AX319490,FRD,ES,PE4,5,0,0,3/1/2024,FY61,3/1/2024
FRD,AX415150,FRD,FID,FID,4.36,0,0,3/1/2024,FY61,3/1/2024
FRD,AX415151,FRD,FID,FID,5.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX304844,FRD,ES,PE4,1,0,0,4/1/2024,FY62,4/1/2024
BU,AX308421,FRD,ES,PE2,5,0,0,3/1/2024,FY61,3/1/2024
BU,AX415250,FRD,ES,PE2,9.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX319490,FRD,ES,PE4,3,0,0.34,4/1/2024,FY62,4/1/2024
BU,AX415251,FRD,ES,PE2,10.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX414972,FRD,ES,PE2,9.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX442370,FRD,ES,PE4,10.36,0,0.43,7/1/2024,FY62,7/1/2024
BU,AX357824,FKL,CT,PT,2,0,0,3/1/2024,FY61,3/1/2024
BU,AX436807,FTS,TFF,DD,10.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX357825,FKL,CT,PT,2,0,0,3/1/2024,FY61,3/1/2024
BU,AX405967,FRD,ES,PE1,15.36,0,1.6,2/1/2024,FY61,2/1/2024
BU,AX333167,FKL,CT,PT,2,0,0,3/1/2024,FY61,3/1/2024
BU,AX405967,FRD,ES,PE1,4,0,0,3/1/2024,FY61,3/1/2024
BU,AX405967,FRD,ES,PE1,3,0,0.94,4/1/2024,FY62,4/1/2024
BU,AX353926,FKL,CT,PT,3,0,0.06,3/1/2024,FY61,3/1/2024
FRD,AX356406,ISP,ISP,FEB,4,0,0,3/1/2024,FY61,3/1/2024
FRD,AX415149,FRD,FID,FID,15.36,0,0,3/1/2024,FY61,3/1/2024
FRD,AX416104,ISP,ISP,FEB,5.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX440349,FRD,ES,PE1,3.36,0,0,6/1/2024,FY62,6/1/2024
BU,AX202403,FRD,FID,FID,0,0,1.61,3/1/2024,FY61,3/1/2024
BU,AX414248,FKL,CT,PT,3,0,0,3/1/2024,FY61,3/1/2024
BU,AX403849,FRD,ES,PE2,0,0,0.37,3/1/2024,FY61,3/1/2024
BU,AX440349,FRD,ES,PE1,1,0,0,7/1/2024,FY62,7/1/2024
BU,AX411514,FKL,CT,PT,3,0,0.1,3/1/2024,FY61,3/1/2024
BU,AX405967,FRD,ES,PE1,0,0,0.09,7/1/2024,FY62,7/1/2024
BU,AX414973,FRD,ES,PE2,6.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX415185,FKL,CT,PT,1,0,0,3/1/2024,FY61,3/1/2024
FRD,AX414754,ISP,ISP,FEB,9.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX326904,FRD,ES,PE1,4.36,0,0,6/1/2023,FY61,6/1/2023
FRD,AX415409,ISP,ISP,FEB,8.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX403850,FRD,ES,PE2,5,0,0,3/1/2024,FY61,3/1/2024
BU,AX202402,FKL,CT,PT,0,0,0.71,3/1/2024,FY61,3/1/2024
FRD,AX202401,FRD,FID,FID,61.6,0,0,3/1/2024,FY61,3/1/2024
BU,AX406935,FTS,TFF,DD,1,0,1.66,3/1/2024,FY61,3/1/2024
BU,AX422514,FKL,FPS,PT,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX326905,FRD,ES,PE1,14.36,0,0,6/1/2023,FY61,6/1/2023
BU,AX422516,FKL,FPS,PT,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX422517,FKL,FPS,PT,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX414973,FRD,ES,PE2,4,0,0.93,4/1/2024,FY62,4/1/2024
BU,AX422518,FKL,FPS,PT,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX422519,FKL,FPS,PT,5.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX422513,FKL,FPS,PT,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX422515,FKL,FPS,PT,10.36,0,0,4/1/2024,FY62,4/1/2024
FRD,AX423782,ISP,ISP,FEB,12.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX422521,FKL,FPS,PT,7.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX420893,FRD,ES,PDE2,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX411823,FRD,ES,RCFD,1,0,0.54,4/1/2024,FY62,4/1/2024
BU,AX414972,FRD,ES,PE2,1,0,0.69,4/1/2024,FY62,4/1/2024
BU,AX326906,FRD,ES,PE1,12.36,0,0,6/1/2023,FY61,6/1/2023
BU,AX327306,FRD,ES,PE1,6.36,0,0,6/1/2023,FY61,6/1/2023
FRD,AX425646,ISP,ISP,FEB,9.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX326906,FRD,ES,PE1,3,0,0,7/1/2023,FY61,7/1/2023
FRD,AX426618,ISP,ISP,FEB,3.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX411514,FKL,CT,PT,1,0,1.06,4/1/2024,FY62,4/1/2024
BU,AX422520,FKL,FPS,PT,5.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX414507,FRD,ES,PE2,1,0,0.71,4/1/2024,FY62,4/1/2024
BU,AX419989,FEB,FID,FEB,3.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX420891,FRD,ES,PDE2,10.36,0,0,4/1/2024,FY62,4/1/2024
FRD,AX416104,ISP,ISP,FEB,3,0,0,4/1/2024,FY62,4/1/2024
BU,AX413644,FKL,CT,PT,1,0,1.04,4/1/2024,FY62,4/1/2024
BU,AX415247,FKL,CT,PT,8.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX415248,FKL,CT,PT,7.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX413642,FKL,CT,PT,1,0,1.32,4/1/2024,FY62,4/1/2024
BU,AX335953,FRD,ES,PE1,7.36,0,0.68,8/1/2023,FY61,8/1/2023
BU,AX415250,FRD,ES,PE2,1,0,0.95,4/1/2024,FY62,4/1/2024
BU,AX413641,FKL,CT,PT,1,0,1.19,4/1/2024,FY62,4/1/2024
BU,AX415251,FRD,ES,PE2,1,0,0.7,4/1/2024,FY62,4/1/2024
BU,AX415829,FKL,CT,PT,1,0,1.05,4/1/2024,FY62,4/1/2024
BU,AX413643,FKL,CT,PT,4,0,2.24,4/1/2024,FY62,4/1/2024
BU,AX420892,FRD,ES,PDE2,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX414248,FKL,CT,PT,2,0,1.01,4/1/2024,FY62,4/1/2024
BU,AX415831,FKL,CT,PT,3,0,1.71,4/1/2024,FY62,4/1/2024
FRD,AX413094,ISP,ISP,FEB,1,0,0,4/1/2024,FY62,4/1/2024
BU,AX413645,FKL,CT,PT,1,0,1.29,4/1/2024,FY62,4/1/2024
BU,AX415832,FKL,CT,PT,2,0,2.06,4/1/2024,FY62,4/1/2024
BU,AX335954,FRD,ES,PE1,7.36,0,0.67,8/1/2023,FY61,8/1/2023
FRD,AX419440,FRD,FID,FID,9.36,0,0.87,4/1/2024,FY62,4/1/2024
BU,AX335955,FRD,ES,PE1,7.36,0,0.6,8/1/2023,FY61,8/1/2023
BU,AX335956,FRD,ES,PE1,7.36,0,0.71,8/1/2023,FY61,8/1/2023
FRD,AX415409,ISP,ISP,FEB,3,0,0,4/1/2024,FY62,4/1/2024
BU,AX420890,FRD,ES,PDE2,10.36,0,0,4/1/2024,FY62,4/1/2024
BU,AX446371,FRD,ES,PE2,7.36,0,0,7/1/2024,FY62,7/1/2024
BU,AX415830,FKL,CT,PT,1,0,1.07,4/1/2024,FY62,4/1/2024
BU,AX414508,FRD,ES,PE2,1,0,0.85,4/1/2024,FY62,4/1/2024
BU,AX417792,FTS,ES,PT,8.2,0,0,4/1/2024,FY62,4/1/2024
BU,AX361346,FTS,TFF,DD,21,0,0,4/1/2024,FY62,4/1/2024
BU,AX403850,FRD,ES,PE2,2,0,1.34,4/1/2024,FY62,4/1/2024
BU,AX308421,FRD,ES,PE2,5.2,0,0,4/1/2024,FY62,4/1/2024
BU,AX406935,FTS,TFF,DD,0,0,0.07,4/1/2024,FY62,4/1/2024
BU,AX335958,FRD,ES,PE1,7.36,0,0.59,8/1/2023,FY61,8/1/2023
BU,AX335959,FRD,ES,PE1,6.36,0,0.55,8/1/2023,FY61,8/1/2023
BU,AX353926,FKL,CT,PT,0,0,0.61,4/1/2024,FY62,4/1/2024
BU,AX335960,FRD,ES,PE1,6.36,0,0.29,8/1/2023,FY61,8/1/2023
BU,AX335957,FRD,ES,PE1,7.36,0,0.81,8/1/2023,FY61,8/1/2023
BU,AX405969,FRD,ES,PE2,0,0,0.09,4/1/2024,FY62,4/1/2024
BU,AX202402,FKL,CT,PT,0,0,0.31,4/1/2024,FY62,4/1/2024
FRD,AX356406,ISP,ISP,FEB,3,0,0,4/1/2024,FY62,4/1/2024
BU,AX357824,FKL,CT,PT,1,0,1.26,4/1/2024,FY62,4/1/2024
BU,AX335952,FRD,ES,PE1,15.36,0,0.58,8/1/2023,FY61,8/1/2023
BU,AX361306,FKL,CT,PT,0,0,0.85,4/1/2024,FY62,4/1/2024
BU,AX341822,FRD,ES,PE1,9.36,0,1.35,9/1/2023,FY61,9/1/2023
BU,AX341821,FRD,ES,PE1,9.36,0,1.09,9/1/2023,FY61,9/1/2023
BU,AX341820,FRD,ES,PE1,8.36,0,1.37,9/1/2023,FY61,9/1/2023
BU,AX341819,FRD,ES,PE1,8.36,0,1.35,9/1/2023,FY61,9/1/2023
BU,AX230825,FRD,ES,PE2,8,0,0,4/1/2024,FY62,4/1/2024
FRD,AX411583,ISP,ISP,FEB,5,0,0,4/1/2024,FY62,4/1/2024
BU,AX403849,FRD,ES,PE2,2,0,0.94,4/1/2024,FY62,4/1/2024
BU,AX357825,FKL,CT,PT,0,0,0.24,4/1/2024,FY62,4/1/2024
BU,AX415722,FTS,ES,PT,1,0,0,4/1/2024,FY62,4/1/2024
BU,AX410911,FTS,ES,PT,12,0,0,4/1/2024,FY62,4/1/2024
BU,AX413640,FKL,CT,PT,1,0,1.31,4/1/2024,FY62,4/1/2024
BU,AX417791,FTS,ES,PT,7.2,0,0,4/1/2024,FY62,4/1/2024
FRD,AX410590,ISP,ISP,FEB,2,0,0,4/1/2024,FY62,4/1/2024
BU,AX327306,FRD,ES,PE1,5,0,0.59,9/1/2023,FY61,9/1/2023
FRD,AX406438,FRD,FID,FID,1,0,0,4/1/2024,FY62,4/1/2024
BU,AX326905,FRD,ES,PE1,3,0,0,9/1/2023,FY61,9/1/2023
BU,AX326904,FRD,ES,PE1,5,0,0.71,9/1/2023,FY61,9/1/2023
BU,AX406529,FRD,ES,PE4,1,0,1.44,4/1/2024,FY62,4/1/2024
BU,AX355742,FRD,ES,PE1,30.36,0,2.1,11/1/2023,FY61,11/1/2023
BU,AX211951,FRD,ES,PE2,4,0,0,4/1/2024,FY62,4/1/2024
BU,AX411585,FRD,ES,PE1,1,0,1.1,4/1/2024,FY62,4/1/2024
BU,AX353925,FKL,CT,PT,0,0,1.11,4/1/2024,FY62,4/1/2024
BU,AX415721,FTS,ES,PT,1,0,0,4/1/2024,FY62,4/1/2024
BU,AX361306,FKL,CT,PT,1,0,0.84,5/1/2024,FY62,5/1/2024
BU,AX353943,FRD,ES,PE1,6.36,0,0.54,11/1/2023,FY61,11/1/2023
FRD,AX356406,ISP,ISP,FEB,4,0,0,5/1/2024,FY62,5/1/2024
BU,AX422520,FKL,FPS,PT,4,0,0,5/1/2024,FY62,5/1/2024
BU,AX357825,FKL,CT,PT,1,0,0.15,5/1/2024,FY62,5/1/2024
BU,AX355742,FRD,ES,PE1,6,0,2.48,12/1/2023,FY61,12/1/2023
BU,AX411825,FRD,ES,PE2,8.36,0,0,3/1/2024,FY61,3/1/2024
BU,AX411825,FRD,ES,PE2,1,0,1.12,4/1/2024,FY62,4/1/2024
BU,AX422521,FKL,FPS,PT,3,0,0,5/1/2024,FY62,5/1/2024
BU,AX211951,FRD,ES,PE2,14,0,0,5/1/2024,FY62,5/1/2024
BU,AX355452,FKL,CT,PT,2,0,0.18,5/1/2024,FY62,5/1/2024
BU,AX902675,FRD,ES,PE1,16,0,0,3/1/2019,FY56,3/1/2019
BU,AX902675,FRD,ES,PE1,19,0,0,4/1/2019,FY57,4/1/2019
BU,AX905948,FRD,ES,PE1,8,0,0,6/1/2019,FY57,6/1/2019
FRD,AX410590,ISP,ISP,FEB,1,0,0,5/1/2024,FY62,5/1/2024
BU,AX906173,FRD,ES,PE1,24,0,0,6/1/2019,FY57,6/1/2019
BU,AX902675,FRD,ES,PE1,16,0,0,6/1/2019,FY57,6/1/2019
BU,AX231641,FEB,FID,FEB,7.36,0,0.79,12/1/2022,FY60,12/1/2022
BU,AX405359,FRD,ES,PE1,3.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX405335,FRD,ES,PE1,3.36,0,0,1/1/2024,FY61,1/1/2024
BU,AX429095,FRD,ES,PDE2,7.36,0,0,5/1/2024,FY62,5/1/2024
FRD,AX411583,ISP,ISP,FEB,1,0,0,5/1/2024,FY62,5/1/2024
BU,AX429046,FRD,ES,PDE2,10.36,0,0,5/1/2024,FY62,5/1/2024
