WBS,Lot ID,Factory,BU,Dpmt,Total_Lots,3300_EUV,3400_EUV,Year,JPN_YTD,Month
BU,AX006620,FRD,ES,PE3,5,0,0,6/1/2020,FY58,6/1/2020
BU,AX006404,FRD,ES,PE2,4,0,0.69,6/1/2020,FY58,6/1/2020
BU,AX006237,FRD,ES,PE2,2,0,0,6/1/2020,FY58,6/1/2020
BU,AX007608,FRD,ES,PE2,2,0,0,6/1/2020,FY58,6/1/2020
BU,AX006911,FRD,ES,PE3,16,0,0.85,6/1/2020,FY58,6/1/2020
BU,AX006905,FEB,FID,ISP,3,0,0,6/1/2020,FY58,6/1/2020
BU,AX007856,FRD,ES,APD,9,0,0.24,6/1/2020,FY58,6/1/2020
BU,AX007633,FRD,ES,PE2,8,0,0,6/1/2020,FY58,6/1/2020
BU,AX007632,FRD,ES,PE3,11,0,3.23,6/1/2020,FY58,6/1/2020
BU,AX007105,FEB,FID,FEB,4,0,0.26,6/1/2020,FY58,6/1/2020
BU,AX202002,FKL,CT,PT,0,0,3.02,6/1/2020,FY58,6/1/2020
BU,AX007962,FKL,CT,PT,2,0,0,6/1/2020,FY58,6/1/2020
BU,AX005089,FRD,ES,PE1,10,0,0,6/1/2020,FY58,6/1/2020
BU,AX007810,FRD,ES,APD,2,0,0,6/1/2020,FY58,6/1/2020
BU,AX007809,FRD,ES,APD,2,0,0,6/1/2020,FY58,6/1/2020
BU,AX001855,FEB,FID,FRD,1,0,0,6/1/2020,FY58,6/1/2020
BU,AX007744,FRD,ES,PE3,8,0,0,6/1/2020,FY58,6/1/2020
BU,AX007705,FRD,ES,PE2,6,0,0,6/1/2020,FY58,6/1/2020
BU,AX007635,FRD,ES,PE2,8,0,0.87,6/1/2020,FY58,6/1/2020
BU,AX007634,FRD,ES,PE2,11,0,0.84,6/1/2020,FY58,6/1/2020
BU,AX007811,FEB,FID,FEB,4,0,0,6/1/2020,FY58,6/1/2020
BU,AX007633,FRD,ES,PE2,10,0,1.09,7/1/2020,FY58,7/1/2020
BU,AX008921,FRD,ES,APD,3,0,0,7/1/2020,FY58,7/1/2020
BU,AX009010,FRD,ES,PE3,9,0,1.2,7/1/2020,FY58,7/1/2020
BU,AX009011,FRD,ES,PE3,9,0,1.23,7/1/2020,FY58,7/1/2020
BU,AX008680,FKL,FPS,PT,4,0,0,7/1/2020,FY58,7/1/2020
BU,AX009100,FKL,CT,PT,4,0,0.17,7/1/2020,FY58,7/1/2020
BU,AX008922,FRD,ES,APD,3,0,0,7/1/2020,FY58,7/1/2020
BU,AX009204,FKL,CT,PT,5,0,0.3,7/1/2020,FY58,7/1/2020
BU,AX009101,FTS,ES,PT,13,0,0,7/1/2020,FY58,7/1/2020
BU,AX008880,FRD,ES,PE2,8,0,0.65,7/1/2020,FY58,7/1/2020
BU,AX008401,FTS,ES,PT,37,0,0,7/1/2020,FY58,7/1/2020
BU,AX008878,FRD,ES,PE2,18,0,1.51,7/1/2020,FY58,7/1/2020
BU,AX008679,FKL,FPS,PT,4,0,0,7/1/2020,FY58,7/1/2020
BU,AX008845,FEB,FID,FEB,4,0,0,7/1/2020,FY58,7/1/2020
BU,AX008811,FEB,FID,ISP,2,0,0,7/1/2020,FY58,7/1/2020
BU,AX008740,FEB,FID,FEB,7,0,0,7/1/2020,FY58,7/1/2020
BU,AX008703,FEB,FID,FEB,8,0,0,7/1/2020,FY58,7/1/2020
BU,AX008482,FRD,ES,PE3,8,0,0,7/1/2020,FY58,7/1/2020
BU,AX008434,FKL,CT,PT,3,0,2.71,7/1/2020,FY58,7/1/2020
BU,AX007963,FKL,CT,PT,3,0,1.9,7/1/2020,FY58,7/1/2020
BU,AX008058,FEB,FID,ISP,10,0,0,7/1/2020,FY58,7/1/2020
BU,AX007856,FRD,ES,APD,6,0,0.48,7/1/2020,FY58,7/1/2020
BU,AX007705,FRD,ES,PE2,2,0,0.96,7/1/2020,FY58,7/1/2020
BU,AX007635,FRD,ES,PE2,1,0,0.14,7/1/2020,FY58,7/1/2020
BU,AX008879,FRD,ES,PE2,13,0,0.63,7/1/2020,FY58,7/1/2020
BU,AX008810,FEB,FID,ISP,10,0,0,7/1/2020,FY58,7/1/2020
BU,AX003467,FRD,ES,PE2,15,0,0.42,7/1/2020,FY58,7/1/2020
BU,AX006997,FRD,ES,APD,4,0,0.86,7/1/2020,FY58,7/1/2020
BU,AX005089,FRD,ES,PE1,7,0,0,7/1/2020,FY58,7/1/2020
BU,AX202002,FKL,CT,PT,0,0,4.88,7/1/2020,FY58,7/1/2020
BU,AX000331,FEB,FID,FEB,0,0,0.1,7/1/2020,FY58,7/1/2020
BU,AX910084,FRD,ES,PE2,3,0,0,7/1/2020,FY58,7/1/2020
BU,AX005744,FEB,FID,ISP,0,0,0.71,7/1/2020,FY58,7/1/2020
BU,AX006237,FRD,ES,PE2,6,0,0,7/1/2020,FY58,7/1/2020
BU,AX006911,FRD,ES,PE3,2,0,0.34,7/1/2020,FY58,7/1/2020
BU,AX007105,FEB,FID,FEB,0,0,1.03,7/1/2020,FY58,7/1/2020
BU,AX005057,FRD,ES,PE2,12,0,0.65,7/1/2020,FY58,7/1/2020
BU,AX008680,FKL,FPS,PT,7,0,0,8/1/2020,FY58,8/1/2020
BU,AX010270,FKL,FPS,PT,7,0,0,8/1/2020,FY58,8/1/2020
BU,AX009101,FTS,ES,PT,17,0,0,8/1/2020,FY58,8/1/2020
BU,AX010480,FKL,CT,PT,3,0,0,8/1/2020,FY58,8/1/2020
BU,AX009690,FRD,ES,PE2,8,0,0,8/1/2020,FY58,8/1/2020
BU,AX010478,FKL,CT,PT,5,0,0,8/1/2020,FY58,8/1/2020
BU,AX009943,FRD,ES,PE2,9,0,0,8/1/2020,FY58,8/1/2020
BU,AX009724,FEB,FID,DTP,6,0,0,8/1/2020,FY58,8/1/2020
BU,AX010299,FRD,ES,ZPRO,5,0,0.09,8/1/2020,FY58,8/1/2020
BU,AX009946,FRD,ES,PE2,2,0,0,8/1/2020,FY58,8/1/2020
BU,AX010481,FRD,ES,ZPRO,5,0,0,8/1/2020,FY58,8/1/2020
BU,AX009947,FRD,ES,PE2,3,0,0,8/1/2020,FY58,8/1/2020
BU,AX010034,FRD,ES,PE2,24,0,0,8/1/2020,FY58,8/1/2020
BU,AX010269,FKL,FPS,PT,9,0,0,8/1/2020,FY58,8/1/2020
BU,AX010246,FEB,FID,ISP,2,0,0,8/1/2020,FY58,8/1/2020
BU,AX009983,FKL,CT,PT,2,0,0,8/1/2020,FY58,8/1/2020
BU,AX010268,FKL,FPS,PT,10,0,0,8/1/2020,FY58,8/1/2020
BU,AX010148,FRD,ES,PE2,9,0,0.26,8/1/2020,FY58,8/1/2020
BU,AX010149,FRD,ES,PE2,9,0,0.87,8/1/2020,FY58,8/1/2020
BU,AX009652,FRD,ES,PE3,8,0,0,8/1/2020,FY58,8/1/2020
BU,AX008811,FEB,FID,ISP,7,0,0,8/1/2020,FY58,8/1/2020
BU,AX008679,FKL,FPS,PT,6,0,0,8/1/2020,FY58,8/1/2020
BU,AX010298,FRD,ES,PE2,14,0,0,8/1/2020,FY58,8/1/2020
BU,AX008740,FEB,FID,FEB,2,0,0,8/1/2020,FY58,8/1/2020
BU,AX005089,FRD,ES,PE1,2,0,0,8/1/2020,FY58,8/1/2020
BU,AX008401,FTS,ES,PT,1,0,0,8/1/2020,FY58,8/1/2020
BU,AX008058,FEB,FID,ISP,1,0,0,8/1/2020,FY58,8/1/2020
BU,AX010481,FRD,ES,ZPRO,19,0,0.99,9/1/2020,FY58,9/1/2020
BU,AX011581,FRD,ES,ZPRO,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX011638,FRD,ES,PE3,7,0,0,9/1/2020,FY58,9/1/2020
BU,AX011583,FRD,ES,ZPRO,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX011582,FRD,ES,ZPRO,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX011576,FKL,CT,PT,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX010269,FKL,FPS,PT,1,0,0,9/1/2020,FY58,9/1/2020
BU,AX011662,FRD,ES,PE1,5,0,0,9/1/2020,FY58,9/1/2020
BU,AX011668,FRD,ES,APD,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX011669,FRD,ES,APD,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX011663,FEB,FID,FEB,4,0,0,9/1/2020,FY58,9/1/2020
BU,AX011667,FEB,FID,FEB,4,0,0,9/1/2020,FY58,9/1/2020
BU,AX010299,FRD,ES,ZPRO,3,0,0.47,9/1/2020,FY58,9/1/2020
BU,AX011788,FKL,CT,PT,4,0,0,9/1/2020,FY58,9/1/2020
BU,AX011580,FRD,ES,PE3,6,0,0,9/1/2020,FY58,9/1/2020
BU,AX010270,FKL,FPS,PT,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX010857,FKL,CT,PT,3,0,0.09,9/1/2020,FY58,9/1/2020
BU,AX010478,FKL,CT,PT,2,0,0,9/1/2020,FY58,9/1/2020
BU,AX011294,FEB,FID,FEB,5,0,0,9/1/2020,FY58,9/1/2020
BU,AX010827,FEB,FID,ISP,5,0,0,9/1/2020,FY58,9/1/2020
BU,AX011445,FRD,ES,PE2,17,0,0,9/1/2020,FY58,9/1/2020
BU,AX010868,FRD,ES,PE2,7,0,1.18,9/1/2020,FY58,9/1/2020
BU,AX010829,FRD,ES,ZPRO,8,0,0.07,9/1/2020,FY58,9/1/2020
BU,AX010272,FKL,FPS,PT,11,0,0,9/1/2020,FY58,9/1/2020
BU,AX010271,FKL,FPS,PT,10,0,0,9/1/2020,FY58,9/1/2020
BU,AX011207,FRD,ES,PE1,11,0,1.19,9/1/2020,FY58,9/1/2020
BU,AX011206,FRD,ES,APD,13,0,1,9/1/2020,FY58,9/1/2020
BU,AX010757,FRD,ES,PE3,8,0,0,9/1/2020,FY58,9/1/2020
BU,AX010700,FRD,ES,ZPRO,13,0,0.95,9/1/2020,FY58,9/1/2020
BU,AX011203,FKL,CT,PT,2,0,0,9/1/2020,FY58,9/1/2020
BU,AX011204,FKL,CT,PT,2,0,0,9/1/2020,FY58,9/1/2020
BU,AX011205,FKL,CT,PT,2,0,0,9/1/2020,FY58,9/1/2020
BU,AX011293,FRD,ES,PE1,9,0,0.26,9/1/2020,FY58,9/1/2020
BU,AX011176,FKL,CT,PT,4,0,0,9/1/2020,FY58,9/1/2020
BU,AX010740,FKL,CT,PT,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX011339,FKL,CT,PT,7,0,0,9/1/2020,FY58,9/1/2020
BU,AX010298,FRD,ES,PE2,5,0,1.09,9/1/2020,FY58,9/1/2020
BU,AX010149,FRD,ES,PE2,1,0,0,9/1/2020,FY58,9/1/2020
BU,AX907429,FTS,ES,PT,2,0,0,9/1/2020,FY58,9/1/2020
BU,AX202002,FKL,CT,PT,0,0,2.37,9/1/2020,FY58,9/1/2020
BU,AX009690,FRD,ES,PE2,2,0,0,9/1/2020,FY58,9/1/2020
BU,AX009943,FRD,ES,PE2,14,0,0.67,9/1/2020,FY58,9/1/2020
BU,AX009946,FRD,ES,PE2,7,0,0.52,9/1/2020,FY58,9/1/2020
BU,AX008401,FTS,ES,PT,3,0,0,9/1/2020,FY58,9/1/2020
BU,AX010034,FRD,ES,PE2,2,0,0,9/1/2020,FY58,9/1/2020
BU,AX010148,FRD,ES,PE2,2,0,0.65,9/1/2020,FY58,9/1/2020
BU,AX009947,FRD,ES,PE2,7,0,0.63,9/1/2020,FY58,9/1/2020
BU,AX011638,FRD,ES,PE3,4,0,0.97,10/1/2020,FY58,10/1/2020
BU,AX008401,FTS,ES,PT,7,0,0,10/1/2020,FY58,10/1/2020
BU,AX011582,FRD,ES,ZPRO,7,0,0.81,10/1/2020,FY58,10/1/2020
BU,AX012986,FRD,ES,ZPRO,8,0,0,10/1/2020,FY58,10/1/2020
BU,AX011662,FRD,ES,PE1,1,0,0,10/1/2020,FY58,10/1/2020
BU,AX011581,FRD,ES,ZPRO,14,0,1.51,10/1/2020,FY58,10/1/2020
BU,AX012987,FKL,CT,PT,3,0,0,10/1/2020,FY58,10/1/2020
BU,AX012985,FRD,ES,PE2,9,0,0.43,10/1/2020,FY58,10/1/2020
BU,AX011583,FRD,ES,ZPRO,7,0,1.01,10/1/2020,FY58,10/1/2020
BU,AX012120,FEB,FID,FEB,23,0,3.99,10/1/2020,FY58,10/1/2020
BU,AX011992,FKL,CT,PT,4,0,0.41,10/1/2020,FY58,10/1/2020
BU,AX011580,FRD,ES,PE3,10,0,1.23,10/1/2020,FY58,10/1/2020
BU,AX012145,FEB,FID,FEB,5,0,0,10/1/2020,FY58,10/1/2020
BU,AX012630,FEB,FID,FEB,3,0,0,10/1/2020,FY58,10/1/2020
BU,AX012629,FEB,FID,FEB,6,0,0,10/1/2020,FY58,10/1/2020
BU,AX012652,FRD,ES,PE3,8,0,0,10/1/2020,FY58,10/1/2020
BU,AX012643,FRD,ES,PE3,8,0,0,10/1/2020,FY58,10/1/2020
BU,AX012218,FKL,CT,PT,8,0,0.23,10/1/2020,FY58,10/1/2020
BU,AX011972,FRD,ES,ZPRO,13,0,1.26,10/1/2020,FY58,10/1/2020
BU,AX012217,FKL,CT,PT,3,0,0,10/1/2020,FY58,10/1/2020
BU,AX012651,FRD,ES,ZPRO,7,0,0.49,10/1/2020,FY58,10/1/2020
BU,AX202002,FKL,CT,PT,0,0,1.96,10/1/2020,FY58,10/1/2020
BU,AX012631,FEB,FID,FEB,5,0,0,10/1/2020,FY58,10/1/2020
BU,AX010829,FRD,ES,ZPRO,3,0,0,10/1/2020,FY58,10/1/2020
BU,AX013171,FRD,ES,PE3,8,0,0,10/1/2020,FY58,10/1/2020
BU,AX011445,FRD,ES,PE2,13,0,0,10/1/2020,FY58,10/1/2020
BU,AX907429,FTS,ES,PT,2,0,0,10/1/2020,FY58,10/1/2020
BU,AX013312,FKL,CT,PT,3,0,0,10/1/2020,FY58,10/1/2020
BU,AX009690,FRD,ES,PE2,7,0,1.2,10/1/2020,FY58,10/1/2020
BU,AX009943,FRD,ES,PE2,4,0,0,10/1/2020,FY58,10/1/2020
BU,AX010034,FRD,ES,PE2,12,0,0.94,10/1/2020,FY58,10/1/2020
BU,AX009983,FKL,CT,PT,0,0,1.92,10/1/2020,FY58,10/1/2020
BU,AX013032,FKL,CT,PT,7,0,0,10/1/2020,FY58,10/1/2020
BU,AX013315,FRD,ES,ZPRO,10,0,0.66,11/1/2020,FY58,11/1/2020
BU,AX012630,FEB,FID,FEB,1,0,0,11/1/2020,FY58,11/1/2020
BU,AX014248,FEB,FID,FEB,2,0,0,11/1/2020,FY58,11/1/2020
BU,AX013313,FRD,ES,ZPRO,23,0,1.99,11/1/2020,FY58,11/1/2020
BU,AX013314,FRD,ES,ZPRO,10,0,0.75,11/1/2020,FY58,11/1/2020
BU,AX013316,FRD,ES,PE1,7,0,2.04,11/1/2020,FY58,11/1/2020
BU,AX012782,FRD,ES,PE3,10,0,0.74,11/1/2020,FY58,11/1/2020
BU,AX012984,FRD,ES,PE3,8,0,0.89,11/1/2020,FY58,11/1/2020
BU,AX014784,FEB,FID,FEB,2,0,0,11/1/2020,FY58,11/1/2020
BU,AX013825,FRD,ES,APD,6,0,0,11/1/2020,FY58,11/1/2020
BU,AX013395,FRD,ES,PE2,9,0,0,11/1/2020,FY58,11/1/2020
BU,AX013824,FRD,ES,APD,3,0,0,11/1/2020,FY58,11/1/2020
BU,AX013826,FRD,ES,APD,11,0,0.61,11/1/2020,FY58,11/1/2020
BU,AX013843,FEB,FID,ISP,13,0,0,11/1/2020,FY58,11/1/2020
BU,AX013923,FEB,FID,FEB,6,0,0,11/1/2020,FY58,11/1/2020
BU,AX013925,FKL,CT,PT,9,0,1.2,11/1/2020,FY58,11/1/2020
BU,AX013823,FRD,ES,APD,3,0,0,11/1/2020,FY58,11/1/2020
BU,AX014129,FRD,ES,PE3,11,0,0.86,11/1/2020,FY58,11/1/2020
BU,AX012986,FRD,ES,ZPRO,10,0,1.17,11/1/2020,FY58,11/1/2020
BU,AX014779,FEB,FID,ISP,2,0,0,11/1/2020,FY58,11/1/2020
BU,AX014130,FEB,FID,ISP,9,0,0,11/1/2020,FY58,11/1/2020
BU,AX013827,FKL,CT,PT,4,0,0,11/1/2020,FY58,11/1/2020
BU,AX014049,FEB,FID,FEB,5,0,2.12,11/1/2020,FY58,11/1/2020
BU,AX013845,FKL,CT,PT,2,0,0,11/1/2020,FY58,11/1/2020
BU,AX014309,FKL,CT,PT,8,0,0,11/1/2020,FY58,11/1/2020
BU,AX013844,FKL,CT,PT,2,0,0,11/1/2020,FY58,11/1/2020
BU,AX014395,FKL,CT,PT,7,0,0,11/1/2020,FY58,11/1/2020
BU,AX014396,FKL,CT,PT,2,0,0,11/1/2020,FY58,11/1/2020
BU,AX012987,FKL,CT,PT,0,0,1.33,11/1/2020,FY58,11/1/2020
BU,AX012985,FRD,ES,PE2,1,0,0,11/1/2020,FY58,11/1/2020
BU,AX013926,FKL,CT,PT,8,0,1.59,11/1/2020,FY58,11/1/2020
BU,AX013924,FKL,CT,PT,2,0,0,11/1/2020,FY58,11/1/2020
BU,AX012120,FEB,FID,FEB,9,0,1.69,11/1/2020,FY58,11/1/2020
BU,AX011445,FRD,ES,PE2,4,0,0,11/1/2020,FY58,11/1/2020
BU,AX010829,FRD,ES,ZPRO,1,0,0.29,11/1/2020,FY58,11/1/2020
BU,AX008401,FTS,ES,PT,10,0,0,11/1/2020,FY58,11/1/2020
BU,AX014782,FEB,FID,FEB,1,0,0,11/1/2020,FY58,11/1/2020
BU,AX011581,FRD,ES,ZPRO,8,0,0,11/1/2020,FY58,11/1/2020
BU,AX005089,FRD,ES,PE1,9,0,0,11/1/2020,FY58,11/1/2020
BU,AX014783,FEB,FID,FEB,3,0,0,11/1/2020,FY58,11/1/2020
BU,AX012652,FRD,ES,PE3,4,0,0.71,11/1/2020,FY58,11/1/2020
BU,AX012218,FKL,CT,PT,0,0,0.57,11/1/2020,FY58,11/1/2020
BU,AX015477,FEB,FID,FEB,5,0,0.12,12/1/2020,FY58,12/1/2020
BU,AX014779,FEB,FID,ISP,7,0,0,12/1/2020,FY58,12/1/2020
BU,AX015520,FKL,CT,PT,7,0,0.97,12/1/2020,FY58,12/1/2020
BU,AX015071,FRD,ES,APD,4,0,0,12/1/2020,FY58,12/1/2020
BU,AX015030,FRD,ES,APD,4,0,0,12/1/2020,FY58,12/1/2020
BU,AX015709,FRD,ES,PE3,8,0,0,12/1/2020,FY58,12/1/2020
BU,AX012218,FKL,CT,PT,0,0,0.04,12/1/2020,FY58,12/1/2020
BU,AX015028,FRD,ES,APD,12,0,0.72,12/1/2020,FY58,12/1/2020
BU,AX015031,FKL,CT,PT,8,0,3,12/1/2020,FY58,12/1/2020
BU,AX014130,FEB,FID,ISP,0,0,0.38,12/1/2020,FY58,12/1/2020
BU,AX013825,FRD,ES,APD,1,0,0,12/1/2020,FY58,12/1/2020
BU,AX014784,FEB,FID,FEB,3,0,0,12/1/2020,FY58,12/1/2020
BU,AX013843,FEB,FID,ISP,27,0,0,12/1/2020,FY58,12/1/2020
BU,AX008401,FTS,ES,PT,2,0,0,12/1/2020,FY58,12/1/2020
BU,AX013923,FEB,FID,FEB,16,0,0,12/1/2020,FY58,12/1/2020
BU,AX014395,FKL,CT,PT,1,0,1.4,12/1/2020,FY58,12/1/2020
BU,AX014783,FEB,FID,FEB,4,0,0,12/1/2020,FY58,12/1/2020
BU,AX015032,FKL,CT,PT,2,0,0,12/1/2020,FY58,12/1/2020
BU,AX012631,FEB,FID,FEB,1,0,0,12/1/2020,FY58,12/1/2020
BU,AX013922,FEB,FID,DTP,3,0,0,12/1/2020,FY58,12/1/2020
BU,AX012987,FKL,CT,PT,0,0,1.61,12/1/2020,FY58,12/1/2020
BU,AX012629,FEB,FID,FEB,1,0,0,12/1/2020,FY58,12/1/2020
BU,AX012986,FRD,ES,ZPRO,9,0,0.95,12/1/2020,FY58,12/1/2020
BU,AX202002,FKL,CT,PT,0,0,1.08,12/1/2020,FY58,12/1/2020
BU,AX014782,FEB,FID,FEB,9,0,0,12/1/2020,FY58,12/1/2020
BU,AX100616,FRD,ES,APD,4,0,0,1/1/2021,FY58,1/1/2021
BU,AX100510,FRD,ES,PE2,9,0,0.62,1/1/2021,FY58,1/1/2021
BU,AX100244,FRD,ES,APD,4,0,0,1/1/2021,FY58,1/1/2021
BU,AX100243,FRD,ES,APD,4,0,0,1/1/2021,FY58,1/1/2021
BU,AX100240,FKL,CT,PT,8,0,0,1/1/2021,FY58,1/1/2021
BU,AX100239,FKL,CT,PT,8,0,0,1/1/2021,FY58,1/1/2021
BU,AX100446,FKL,FPS,PT,10,0,0,1/1/2021,FY58,1/1/2021
BU,AX014309,FKL,CT,PT,0,0,0.17,1/1/2021,FY58,1/1/2021
BU,AX014783,FEB,FID,FEB,0,0,0.68,1/1/2021,FY58,1/1/2021
BU,AX100241,FRD,ES,PE2,7,0,0.73,1/1/2021,FY58,1/1/2021
BU,AX100081,FKL,CT,PT,3,0,1.32,1/1/2021,FY58,1/1/2021
BU,AX100457,FRD,ES,PE2,7,0,0.59,1/1/2021,FY58,1/1/2021
BU,AX100513,FEB,FID,FTCA,12,0,0,1/1/2021,FY58,1/1/2021
BU,AX100511,FKL,CT,PT,7,0,0,1/1/2021,FY58,1/1/2021
BU,AX100617,FRD,ES,APD,4,0,0,1/1/2021,FY58,1/1/2021
BU,AX100512,FKL,CT,PT,8,0,0,1/1/2021,FY58,1/1/2021
BU,AX202102,FKL,CT,PT,0,0,1.13,1/1/2021,FY58,1/1/2021
BU,AX100445,FKL,FPS,PT,10,0,0,1/1/2021,FY58,1/1/2021
BU,AX101588,FEB,FID,FEB,1,0,0,1/1/2021,FY58,1/1/2021
BU,AX016159,FRD,ES,PE2,12,0,0.9,1/1/2021,FY58,1/1/2021
BU,AX101026,FRD,ES,APD,12,0,0,1/1/2021,FY58,1/1/2021
BU,AX100944,FRD,ES,PE2,8,0,0.47,1/1/2021,FY58,1/1/2021
BU,AX100943,FRD,ES,PE2,9,0,0.62,1/1/2021,FY58,1/1/2021
BU,AX012218,FKL,CT,PT,0,0,0.34,1/1/2021,FY58,1/1/2021
BU,AX100942,FRD,ES,PE1,8,0,0,1/1/2021,FY58,1/1/2021
BU,AX101025,FRD,ES,PE2,3,0,0.51,1/1/2021,FY58,1/1/2021
BU,AX101027,FRD,ES,APD,1,0,0,1/1/2021,FY58,1/1/2021
BU,AX100447,FKL,FPS,PT,10,0,0,1/1/2021,FY58,1/1/2021
BU,AX013923,FEB,FID,FEB,2,0,0,1/1/2021,FY58,1/1/2021
BU,AX100238,FKL,FPS,PT,4,0,0,1/1/2021,FY58,1/1/2021
BU,AX009690,FRD,ES,PE2,4,0,0,1/1/2021,FY58,1/1/2021
BU,AX101475,FRD,ES,PE2,6,0,0,1/1/2021,FY58,1/1/2021
BU,AX011581,FRD,ES,ZPRO,4,0,0,1/1/2021,FY58,1/1/2021
BU,AX011662,FRD,ES,PE1,3,0,0,1/1/2021,FY58,1/1/2021
BU,AX011663,FEB,FID,FEB,0,0,0.43,1/1/2021,FY58,1/1/2021
BU,AX013827,FKL,CT,PT,0,0,0.76,1/1/2021,FY58,1/1/2021
BU,AX101249,FRD,ES,APD,1,0,0,1/1/2021,FY58,1/1/2021
BU,AX014782,FEB,FID,FEB,5,0,0.71,1/1/2021,FY58,1/1/2021
BU,AX014779,FEB,FID,ISP,7,0,0,1/1/2021,FY58,1/1/2021
BU,AX101248,FRD,ES,APD,1,0,0,1/1/2021,FY58,1/1/2021
BU,AX013395,FRD,ES,PE2,9,0,0.85,1/1/2021,FY58,1/1/2021
BU,AX012145,FEB,FID,FEB,0,0,0.14,1/1/2021,FY58,1/1/2021
BU,AX100448,FKL,FPS,PT,7,0,0,1/1/2021,FY58,1/1/2021
BU,AX100242,FKL,CT,PT,7,0,0,1/1/2021,FY58,1/1/2021
BU,AX101112,FEB,FID,ISP,3,0,0,1/1/2021,FY58,1/1/2021
BU,AX101000,FRD,ES,PE3,1,0,0,1/1/2021,FY58,1/1/2021
BU,AX101500,FKL,CT,PT,3,0,0,1/1/2021,FY58,1/1/2021
BU,AX103149,FRD,ES,PE3,5,0,0,2/1/2021,FY58,2/1/2021
BU,AX103151,FRD,ES,PE3,1,0,0,2/1/2021,FY58,2/1/2021
BU,AX100242,FKL,CT,PT,3,0,0,2/1/2021,FY58,2/1/2021
BU,AX102477,FKL,FPS,PT,10,0,0,2/1/2021,FY58,2/1/2021
BU,AX102700,FKL,CT,PT,3,0,0,2/1/2021,FY58,2/1/2021
BU,AX102644,FKL,CT,PT,3,0,0,2/1/2021,FY58,2/1/2021
BU,AX102478,FKL,FPS,PT,10,0,0,2/1/2021,FY58,2/1/2021
BU,AX100450,FKL,FPS,PT,10,0,0,2/1/2021,FY58,2/1/2021
BU,AX102156,FEB,FID,FEB,2,0,0,2/1/2021,FY58,2/1/2021
BU,AX101475,FRD,ES,PE2,21,0,0,2/1/2021,FY58,2/1/2021
BU,AX102178,FRD,ES,APD,4,0,0,2/1/2021,FY58,2/1/2021
BU,AX101000,FRD,ES,PE3,7,0,0,2/1/2021,FY58,2/1/2021
BU,AX101027,FRD,ES,APD,10,0,0,2/1/2021,FY58,2/1/2021
BU,AX101112,FEB,FID,ISP,9,0,0,2/1/2021,FY58,2/1/2021
BU,AX101394,FRD,ES,PE2,8,0,0.46,2/1/2021,FY58,2/1/2021
BU,AX100448,FKL,FPS,PT,3,0,0,2/1/2021,FY58,2/1/2021
BU,AX101248,FRD,ES,APD,3,0,0,2/1/2021,FY58,2/1/2021
BU,AX102179,FRD,ES,APD,4,0,0,2/1/2021,FY58,2/1/2021
BU,AX101249,FRD,ES,APD,3,0,0,2/1/2021,FY58,2/1/2021
BU,AX101764,FKL,CT,PT,8,0,0,2/1/2021,FY58,2/1/2021
BU,AX101026,FRD,ES,APD,1,0,0,2/1/2021,FY58,2/1/2021
BU,AX101765,FKL,CT,PT,7,0,0,2/1/2021,FY58,2/1/2021
BU,AX101574,FKL,CT,PT,7,0,0,2/1/2021,FY58,2/1/2021
BU,AX101954,FRD,ES,PE3,12,0,0,2/1/2021,FY58,2/1/2021
BU,AX101990,FEB,FID,FEB,4,0,0,2/1/2021,FY58,2/1/2021
BU,AX100449,FKL,FPS,PT,10,0,0,2/1/2021,FY58,2/1/2021
BU,AX102024,FKL,CT,PT,4,0,0.74,2/1/2021,FY58,2/1/2021
BU,AX100942,FRD,ES,PE1,1,0,0.34,2/1/2021,FY58,2/1/2021
BU,AX102238,FEB,FID,FEB,1,0,0,2/1/2021,FY58,2/1/2021
BU,AX100081,FKL,CT,PT,0,0,0.48,2/1/2021,FY58,2/1/2021
BU,AX013922,FEB,FID,DTP,5,0,0,2/1/2021,FY58,2/1/2021
BU,AX013923,FEB,FID,FEB,4,0,0,2/1/2021,FY58,2/1/2021
BU,AX014783,FEB,FID,FEB,0,0,1.03,2/1/2021,FY58,2/1/2021
BU,AX014784,FEB,FID,FEB,0,0,0.46,2/1/2021,FY58,2/1/2021
BU,AX202102,FKL,CT,PT,0,0,2.15,2/1/2021,FY58,2/1/2021
BU,AX011662,FRD,ES,PE1,11,0,0,2/1/2021,FY58,2/1/2021
BU,AX104235,FRD,ES,APD,4,0,0.97,3/1/2021,FY58,3/1/2021
BU,AX101954,FRD,ES,PE3,2,0,0.68,3/1/2021,FY58,3/1/2021
BU,AX104834,FRD,ES,PE3,1,0,0,3/1/2021,FY58,3/1/2021
BU,AX104240,FKL,CT,PT,7,0,0,3/1/2021,FY58,3/1/2021
BU,AX101112,FEB,FID,ISP,8,0,0,3/1/2021,FY58,3/1/2021
